public/js/mappai-landing-teach.js:44	Scrive il registro delle classi e dei progetti.
public/js/mappai-landing-teach.js:183	Filtra l'elenco delle classi (attive o tutte).
public/js/mappai-landing-teach.js:236	Disegna la tabella dei progetti di ELABORA.
public/js/mappai-landing-teach.js:277	Apre un progetto di ELABORA dalla tabella.
public/js/mappai-landing-teach.js:286	Apre nel Finder la cartella di quel progetto.
public/js/mappai-landing-teach.js:291	Elimina quel progetto (conferma a digitazione del nome).
public/js/mappai-landing-teach.js:322	Assegna un progetto di ELABORA a una classe.
public/js/mappai-landing-teach.js:514	Seleziona un progetto nella landing.
public/js/mappai-landing-teach.js:587	Apre un file trovato su disco.
public/js/mappai-landing-teach.js:810	Apre o chiude una sezione della landing.
public/js/mappai-landing-teach.js:830	Ridisegna la landing INSEGNA.
public/js/mappai-landing-teach.js:1001	Apre una mappa dalla tabella dei progetti.
public/js/mappai-landing-teach.js:1006	Apre nel Finder la cartella della mappa.
public/js/mappai-landing-teach.js:1011	Condivide la mappa col QR (zip nei materiali).
public/js/mappai-landing-teach.js:1017	Elimina una mappa (conferma a digitazione del nome).
public/js/mappai-landing-teach.js:1054	Ricostruisce i vault mancanti per i progetti vecchi.
public/js/mappai-landing-teach.js:1151	Elimina un progetto dal registro.
public/js/mappai-landing-teach.js:1160	Apre la cartella del progetto.
public/js/mappai-landing-teach.js:1166	Zippa il vault e lo mette fra i materiali scaricabili col QR.
public/js/mappai-landing-teach.js:1172	Apre nel Finder la cartella delle mappe.
public/js/mappai-landing-teach.js:1546	Apre la cartella di un'attività svolta.
public/js/mappai-landing-teach.js:1572	Apre un report di un'attività.
public/js/mappai-landing-teach.js:1581	Apre un documento di studio archiviato.
public/js/mappai-landing-teach.js:1593	Apre il set di studio di un progetto.
public/js/mappai-landing-teach.js:1650	Costruisce la voce di menu di una mappa per la console.
public/js/mappai-landing-teach.js:1767	I percorsi brevi guidati: parti da qui e l'app ti porta al punto giusto.
public/js/mappai-landing-teach.js:2525	Lo schema della console dei contenuti della classe.
public/js/mappai-landing-teach.js:2954	Apre la console INSEGNA su una voce precisa.
public/js/mappai-teacher-profile.js:254	Apre il modale del profilo insegnante.
public/js/mappai-user-profile.js:28	Carica il profilo utente scelto nella tendina.
public/js/mappai-user-profile.js:56	Aggiorna le classi disponibili secondo il sistema scolastico scelto.
public/js/mappai-user-profile.js:103	Apre il modale del profilo studente.
public/js/mappai-user-profile.js:130	Chiude quel modale.
public/js/mappai-user-profile.js:141	Salva il profilo studente.
public/js/mappai-user-profile.js:168	Azzera il profilo studente.
public/js/mappai-study-session.js:11	Avvia la creazione delle flashcard su tutta la mappa.
public/js/mappai-study-session.js:15	Avvia la creazione del quiz su tutta la mappa.
public/js/mappai-study-session.js:19	Apre il modale che configura quiz e flashcard: quantità, taglio, ambito.
public/js/mappai-study-session.js:59	Chiude quel modale.
public/js/mappai-study-session.js:68	Sceglie quante domande generare.
public/js/mappai-study-session.js:111	Il nome leggibile del taglio della domanda.
public/js/mappai-study-session.js:115	Costruisce le opzioni della tendina dei tagli.
public/js/mappai-study-session.js:152	Il pezzo di prompt che impone il taglio alle flashcard.
public/js/mappai-study-session.js:230	Il pezzo di prompt che impone la lunghezza delle risposte.
public/js/mappai-study-session.js:333	GENERA quiz o flashcard con l'AI e prepara la sessione.
public/js/mappai-study-session.js:467	Apre il player della sessione di studio.
public/js/mappai-study-session.js:542	Chiude il player e ferma il cronometro.
public/js/mappai-study-session.js:552	Disegna la domanda o la flashcard corrente.
public/js/mappai-study-session.js:597	Gira la flashcard.
public/js/mappai-study-session.js:603	Corregge una risposta a scelta multipla.
public/js/mappai-study-session.js:639	Corregge una risposta aperta confrontandola con quella attesa.
public/js/mappai-study-session.js:676	Passa all'elemento successivo, registrando l'esito.
public/js/mappai-study-session.js:698	Registra il punteggio della sessione appena finita.
public/js/mappai-study-session.js:735	Mostra lo storico dei punteggi.
public/js/mappai-study-session.js:808	Cancella tutto lo storico dei punteggi.
public/js/mappai-study-session.js:820	Salva da sé le risposte aperte scritte dallo studente.
public/js/mappai-study-session.js:893	Mostra il riepilogo di fine sessione.
public/js/mappai-study-session.js:939	Salva nel vault il report della sessione.
public/js/mappai-active-study-core.js:38	La distanza di Levenshtein fra due parole (quanti ritocchi le separano).
public/js/mappai-active-study-core.js:71	Spezza una frase in parole utili, togliendo le parole vuote.
public/js/mappai-active-study-core.js:75	Quanto si sovrappongono due risposte, contando le parole in comune.
public/js/mappai-active-study-core.js:84	La più lunga sequenza comune fra due testi.
public/js/mappai-flashcards-sr.js:11	Genera con l'AI le flashcard di UN nodo (o di tutto il suo ramo).
public/js/mappai-flashcards-sr.js:105	Disegna l'elenco dei set di studio della mappa.
public/js/mappai-flashcards-sr.js:163	Carica un set di studio salvato.
public/js/mappai-flashcards-sr.js:189	Elimina un set di studio.
public/js/mappai-flashcards-sr.js:253	Restituisce i nodi discendenti (in MindMap il ramo, in KG i vicini).
public/js/mappai-flashcards-sr.js:281	Genera le flashcard di un ramo intero.
public/js/mappai-flashcards-sr.js:322	Avvia il ripasso delle flashcard di un ramo.
public/js/mappai-flashcards-sr.js:335	Apre il quiz di un nodo.
public/js/mappai-flashcards-sr.js:369	Chiude il quiz del nodo.
public/js/mappai-flashcards-sr.js:378	Disegna la domanda corrente del quiz di nodo.
public/js/mappai-flashcards-sr.js:430	Corregge la risposta data e colora le opzioni.
public/js/mappai-flashcards-sr.js:481	Passa alla domanda successiva.
public/js/mappai-flashcards-sr.js:486	Registra «facile / difficile» e ricalcola quando rivedere la carta (ripetizione dilazionata).
public/js/mappai-flashcards-sr.js:523	Carica un'immagine nel nodo dal disco.
public/js/mappai-flashcards-sr.js:546	Aggiunge un'immagine al nodo da indirizzo web.
public/js/mappai-causal-chains.js:45	Colore, icona ed etichetta di una famiglia di nessi.
public/js/mappai-causal-chains.js:104	Trasforma le triple causa-effetto in un blocco di prompt.
public/js/mappai-causal-chains.js:154	Costruisce il documento stampabile della catena dei perché.
public/js/mappai-causal-chains.js:236	Il nome della mappa corrente.
public/js/mappai-ai-tutor.js:12	Apre il modale del tutor AI.
public/js/mappai-ai-tutor.js:35	Chiude il tutor e ferma la voce.
public/js/mappai-ai-tutor.js:101	Converte il markdown semplice della risposta AI in HTML.
public/js/mappai-ai-tutor.js:110	Legge ad alta voce un testo dal bottone dell'altoparlante.
public/js/mappai-ai-tutor.js:140	Salva nel vault la trascrizione della chat col tutor.
public/js/mappai-ai-tutor.js:163	Azzera la conversazione del tutor nella barra laterale.
public/js/mappai-ai-tutor.js:183	Manda il messaggio al tutor della barra laterale (con la mappa come contesto).
public/js/mappai-ai-tutor.js:279	Azzera la conversazione del tutor su quel nodo.
public/js/mappai-ai-tutor.js:293	Avvia il tutor sul nodo aperto.
public/js/mappai-ai-tutor.js:399	Disegna le modalità del tutor di nodo (spiega, interroga, …).
public/js/mappai-ai-tutor.js:411	Sceglie la modalità del tutor di nodo.
public/js/mappai-ai-tutor.js:448	Sceglie la modalità del tutor della barra laterale.
public/js/mappai-ai-tutor.js:628	Genera con l'AI un quiz al volo sul nodo aperto.
public/js/mappai-ai-tutor.js:701	Registra la risposta scelta nel quiz del tutor.
public/js/mappai-pomodoro.js:13	Imposta la durata del Pomodoro.
public/js/mappai-pomodoro.js:40	Avvia o mette in pausa il Pomodoro.
public/js/mappai-pomodoro.js:72	Azzera il timer.
public/js/mappai-pomodoro.js:90	Mostra quante sessioni Pomodoro hai finito.
public/js/mappai-pomodoro.js:102	Azzera il conteggio delle sessioni.
public/js/mappai-pomodoro.js:115	Ricalcola le statistiche di studio: quanti nodi fatti, da rivedere, da fare.
public/js/mappai-ui-modals.js:12	IL TOAST: il messaggino in basso. Tipi: error, success, info.
public/js/mappai-ui-modals.js:31	L'avviso con un solo bottone.
public/js/mappai-ui-modals.js:56	La conferma sì/no.
public/js/mappai-ui-modals.js:85	La richiesta di un testo.
public/js/mappai-ui-modals.js:138	Il modale che chiede il verbo del link, con le sette famiglie e il bidirezionale.
public/js/mappai-ui-modals.js:276	Chiude il modale di configurazione AI.
public/js/mappai-ui-modals.js:283	Apre la guida dell'app.
public/js/mappai-ui-modals.js:287	Ferma la lettura ad alta voce.
public/js/mappai-ui-modals.js:302	Accende la lente d'ingrandimento.
public/js/mappai-ui-modals.js:357	Ridisegna il contenuto sotto la lente.
public/js/mappai-ui-modals.js:409	Muove la lente col mouse.
public/js/mappai-ui-modals.js:426	Legge ad alta voce il contenuto di un modale.
public/js/mappai-ui-modals.js:469	Accende o spegne la lettura sul modale aperto.
public/js/mappai-ui-modals.js:480	Ferma la voce e rimette a posto i bottoni.
public/js/mappai-ui-modals.js:490	Chiude la guida.
public/js/mappai-ui-modals.js:496	Apre il tutorial.
public/js/mappai-ui-modals.js:500	Chiude il tutorial.
public/js/mappai-ui-modals.js:506	Chiude il profilo utente.
public/js/mappai-ui-modals.js:514	Cambia tab nella barra laterale (struttura, note, studio, cerca, tutor, LIM, vista).
public/js/mappai-ui-modals.js:559	Apre o chiude un ramo nell'albero della barra laterale.
public/js/mappai-ui-modals.js:603	Disegna l'albero dei nodi nella barra laterale.
public/js/mappai-ui-modals.js:751	Clic su un nodo nell'albero laterale.
public/js/mappai-ui-modals.js:764	Doppio clic: porta la mappa su quel nodo.
public/js/mappai-ui-modals.js:776	Inquadra un gruppo di nodi nello schermo.
public/js/mappai-ui-modals.js:815	Esegue il clic singolo nella barra laterale (apre la scheda del nodo).
public/js/mappai-ui-modals.js:1108	Rilegge dal provider l'elenco dei modelli disponibili.
public/js/mappai-cabina.js:1180	APRE LA CABINA: configurazione AI, aspetto, guida, diagnostica.
public/js/mappai-costruisci-manifesto.js:255	Disegna la tabella delle fonti nella veste manifesto di COSTRUISCI.
public/js/mappai-costruisci-manifesto.js:844	Monta il mega-bento di COSTRUISCI.
public/js/mappai-costruisci-manifesto.js:1114	Decide se il bottone «Genera» è premibile (fonti e contesto a posto).
public/js/mappai-a11y.js:11	Accende la sillabazione del testo (per i lettori dislessici).
public/js/mappai-a11y.js:48	Apre il menu degli strumenti compensativi.
public/js/mappai-a11y.js:71	Cambia l'interlinea, a giri.
public/js/mappai-a11y.js:93	Ingrandisce il testo, a giri.
public/js/mappai-a11y.js:97	Applica un gradino preciso di ingrandimento.
public/js/mappai-a11y.js:202	Rimette gli strumenti compensativi a zero.
public/js/mappai-a11y.js:331	Nasconde il bottone a11y fuori dai contesti di lettura.
public/js/mappai-tts-reader.js:417	Mette i comandi della voce in uno spazio predisposto.
public/js/mappai-tts-reader.js:427	Attacca il chip della voce a un contenitore qualunque.
public/js/mappai-tts-reader.js:436	Cerca nella pagina gli spazi dove va messa la voce.
public/js/mappai-tts-reader.js:455	Accende o spegne la lettura ad alta voce.
public/js/mappai-tts-reader.js:473	Dice se la barra della voce è aperta.
public/js/mappai-tts-reader.js:474	Apre la barra della voce e legge.
public/js/mappai-tts-reader.js:498	Inverte lo stato della voce dal bottone.
public/js/mappai-usage-tracker.js:29	Dice quale categoria di consumo si sta registrando adesso.
public/js/mappai-usage-tracker.js:48	REGISTRA UNA CHIAMATA AI: token in, token out, costo, categoria.
public/js/mappai-usage-dashboard.js:37	Il cambio franco/dollaro usato nei conti dei costi.
public/js/dev-console-metrics.js:189	Svuota il buffer dei log di generazione.
public/js/dev-console-metrics.js:194	Restituisce il buffer dei log.
public/js/dev-console-metrics.js:200	IL RAPPORTO: metriche della mappa in Markdown, copiato negli appunti.
public/js/dev-console-metrics.js:386	Conta i verbi di relazione usati nella mappa.
public/js/dev-console-metrics.js:402	Conta i cross-link contro i link gerarchici.
public/js/dev-console-metrics.js:421	Quanti nodi per livello.
public/js/dev-console-metrics.js:436	Quanti nodi per gruppo (colore).
public/js/dev-console-metrics.js:451	Il grado dei nodi: chi ha più collegamenti.
public/js/dev-console-metrics.js:486	La betweenness: da quali nodi passa più ragionamento.
public/js/dev-console-metrics.js:515	Quanti nodi hanno una fonte e quanti hanno i chunk verbatim.
public/js/dev-console-metrics.js:537	A che punto è lo studio, nodo per nodo.
public/js/dev-console-metrics.js:552	Lancia l'analisi strutturale e stampa i suggerimenti.
public/js/dev-console-metrics.js:584	Quante risposte AI sono state troncate.
public/js/dev-console-metrics.js:630	La fotografia della mappa in console, in un colpo solo.
public/js/dev-console-metrics.js:679	Esporta il rapporto completo in Markdown.
public/js/dev-console-metrics.js:919	Scarica l'ultimo rapporto come file.
public/js/dev-console-metrics.js:937	Le metriche in tabella, in console.
public/js/dev-console-metrics.js:977	Copia negli appunti il confronto fra due snapshot.
public/js/dev-console-metrics.js:1003	Salva uno snapshot delle metriche con un'etichetta.
public/js/dev-console-metrics.js:1019	Ricarica uno snapshot salvato.
public/js/dev-console-metrics.js:1030	Ricarica l'ultimo snapshot.
public/js/dev-console-metrics.js:1039	Elenca gli snapshot salvati.
public/js/dev-console-metrics.js:1052	Cancella uno snapshot.
public/js/dev-console-metrics.js:1057	Cancella tutti gli snapshot.
public/js/dev-console-metrics.js:1065	Confronta due snapshot e mostra le differenze.
public/js/dev-console-metrics.js:1141	Accende il formato JSONL in Fase 3 (anti-troncamento, Infomaniak).
public/js/dev-console-metrics.js:1153	Spegne il JSONL.
public/js/dev-console-metrics.js:1161	Accende il checkpoint delle macro-aree L1.
public/js/dev-console-metrics.js:1174	Spegne il checkpoint L1.
public/js/dev-console-metrics.js:1180	Dice se il checkpoint L1 è acceso.
public/js/dev-console-metrics.js:1199	Accende la Fase 1.5 (validazione delle L1).
public/js/dev-console-metrics.js:1211	Spegne la Fase 1.5.
public/js/dev-console-metrics.js:1217	Dice se la Fase 1.5 è accesa.
public/js/dev-console-metrics.js:1236	Accende la Fase 5 (riclassificazione dei nodi mal collocati).
public/js/dev-console-metrics.js:1248	Spegne la Fase 5.
public/js/dev-console-metrics.js:1254	Dice se la Fase 5 è accesa.
public/js/dev-console-metrics.js:1273	Accende il catalogo dei rami fratelli nei prompt di Fase 3.
public/js/dev-console-metrics.js:1285	Lo spegne.
public/js/dev-console-metrics.js:1291	Dice se è acceso.
public/js/dev-console-metrics.js:1310	Accende la Fase 4 (merge e cross-link semantici).
public/js/dev-console-metrics.js:1322	Spegne la Fase 4.
public/js/dev-console-metrics.js:1328	Dice se la Fase 4 è accesa.
public/js/dev-console-metrics.js:1345	Dice se il JSONL è acceso.
public/js/dev-console-metrics.js:1368	Accende il freeze: i chunk verbatim non finiscono nei nodi.
public/js/dev-console-metrics.js:1376	Spegne il freeze.
public/js/dev-console-metrics.js:1382	Dice se il freeze è acceso.
public/js/dev-console-metrics.js:1401	Accende l'arricchimento delle descrizioni magre.
public/js/dev-console-metrics.js:1413	Lo spegne.
public/js/dev-console-metrics.js:1419	Dice se è acceso.
public/js/dev-console-metrics.js:1437	Accende la Fase 1.6 (spezza le macro-aree composte).
public/js/dev-console-metrics.js:1449	La spegne.
public/js/dev-console-metrics.js:1457	Accende i verbi significativi sugli archi (concept map, non «include»).
public/js/dev-console-metrics.js:1469	Li spegne.
public/js/dev-console-metrics.js:1477	Accende il triage adattivo prima della Fase 1.
public/js/dev-console-metrics.js:1491	Lo spegne.
public/js/dev-console-metrics.js:1500	Accende il KG Community (comunità GraphRAG invece dell'albero).
public/js/dev-console-metrics.js:1517	Lo spegne.
public/js/dev-console-metrics.js:1531	Accende l'analisi graphology.
public/js/dev-console-metrics.js:1539	La spegne.
public/js/dev-console-metrics.js:1546	Dice se è accesa.
public/js/dev-console-metrics.js:1555	Accende il pannello dei suggerimenti strutturali.
public/js/dev-console-metrics.js:1563	Lo spegne.
public/js/dev-console-metrics.js:1570	Dice se è acceso.
public/js/dev-console-metrics.js:1579	Accende il dedup semantico con embedding.
public/js/dev-console-metrics.js:1586	Lo spegne.
public/js/dev-console-metrics.js:1592	Esegue subito il dedup semantico con la soglia data.
public/js/dev-console-metrics.js:1604	Accende la diagnostica sulle entità sparse.
public/js/dev-console-metrics.js:1611	La spegne.
public/js/dev-console-metrics.js:1617	Cerca subito le entità equivalenti sparse su rami diversi.
public/js/dev-console-metrics.js:1628	Accende il pannello dei suggerimenti (seconda via).
public/js/dev-console-metrics.js:1635	Lo spegne.
public/js/preload.js:98	Dalla pagina chiede al processo principale di SCRIVERE IL VAULT (canale «save-vault»): prima decide le cartelle dei rami, poi passa la mappa intera.
